үнэ,хаяг,Шал:,Тагт:,Ашиглалтанд орсон он:,Гараж:,Цонх:,Барилгын давхар:,Хаалга:,Талбай:,Хэдэн давхарт:,Лизингээр авах боломж:,Цонхны тоо:,Барилгын явц:,PricePerArea
190.0,"УБ — Баянгол, Баянгол, Хороо 18",Паркет,1,2010,0,Вакум,5,Бүргэд,72.0,1,0,4,1,2.638888888888889
407.05499999999995,"УБ — Сүхбаатар, Сүхбаатар, Хороо 8",Паркет,1,2007,1,Вакум,6,Бүргэд,123.35,5,0,5,1,3.3
163.0,УБ — Сүхбаатар,Паркет,1,2024,0,Төмөр вакум,16,Бүргэд,54.5,4,0,4,1,2.9908256880733943
149.0,"УБ — Хан-Уул, Мишээл",Паркет,1,2023,0,Вакум,12,Төмөр,46.0,3,0,2,1,3.239130434782609
149.0,"УБ — Баянгол, Баруун 4 зам",Паркет,1,2013,0,Вакум,16,Бүргэд,39.0,10,0,2,1,3.8205128205128207
388.0,"УБ — Хан-Уул, Яармаг",Мод,1,2022,0,Вакум,16,Мод,117.0,5,0,6,1,3.3162393162393164
480.0,"УБ — Чингэлтэй, 40 мянгат",Паркет,3,2007,0,Вакум,12,Бүргэд,104.0,10,1,4,1,4.615384615384615
243.0,"УБ — Баянзүрх, КТМС",Паркет,1,2024,0,Вакум,9,Бүргэд,78.36,6,0,4,1,3.1010719754977027
240.0,"УБ — Хан-Уул, Хан-Уул, Хороо 11",Паркет,0,2022,0,Вакум,16,Төмөр вакум,68.0,3,0,4,1,3.5294117647058822
169.0,"УБ — Хан-Уул, Яармаг",Паркет,0,2017,0,Вакум,12,Бүргэд,49.0,7,1,3,1,3.4489795918367347
176.3,"УБ — Сонгинохайрхан, Сонгинохайрхан, Хороо 4",Паркет,1,2022,0,Вакум,5,Бүргэд,82.0,5,1,3,1,2.1500000000000004
76.0,"УБ — Сонгинохайрхан, 21-р хороолол",Паркет,1,2016,0,Вакум,13,Бүргэд,30.0,10,0,2,1,2.533333333333333
479.5,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Паркет,1,2010,1,Вакум,16,Төмөр,116.95,9,0,5,1,4.100042753313382
232.3,"УБ — Хан-Уул, Яармаг",Паркет,1,2024,0,Вакум,17,Төмөр,54.0,2,1,2,1,4.301851851851852
240.0,"УБ — Хан-Уул, 120 мянгат",Паркет,1,2021,0,Вакум,16,Бүргэд,65.0,6,0,2,1,3.6923076923076925
200.0,УБ — Сүхбаатар,Паркет,1,2005,0,Вакум,5,Бүргэд,80.0,1,0,4,1,2.5
150.0,"УБ — Сонгинохайрхан, 1-р хороолол",Паркет,3,2000,0,Мод,12,Бүргэд,65.0,7,0,6,1,2.3076923076923075
85.0,"УБ — Баянгол, Төмөр зам",Паркет,1,2013,0,Вакум,12,Бүргэд,30.0,1,0,1,1,2.8333333333333335
53.0,"УБ — Сонгинохайрхан, 1-р хороолол",Паркет,0,1990,0,Вакум,9,Бүргэд,13.0,1,0,1,1,4.076923076923077
88.0,"УБ — Баянзүрх, 16-р хороолол",Паркет,1,1991,0,Вакум,5,Бүргэд,36.0,2,0,3,1,2.4444444444444446
480.0,"УБ — Хан-Уул, Хан-Уул, Хороо 18",Паркет,1,2023,1,Вакум,24,Төмөр,79.98,1,0,4,1,6.001500375093773
269.0,"УБ — Хан-Уул, Яармаг",Паркет,1,2023,1,Төмөр вакум,10,Төмөр вакум,55.93,1,0,3,1,4.809583407831218
405.0,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Паркет,0,2020,0,Вакум,16,Бүргэд,89.0,15,0,3,1,4.550561797752809
150.5,"УБ — Хан-Уул, Хан-Уул, Хороо 4",Паркет,1,2019,0,Вакум,12,Төмөр,55.0,5,1,3,1,2.7363636363636363
275.0,"УБ — Хан-Уул, Зайсан",Паркет,2,2010,1,Вакум,6,Бүргэд,89.95,2,0,3,1,3.0572540300166757
500.0,"УБ — Хан-Уул, Яармаг",Паркет,1,2021,0,Вакум,9,Бүргэд,140.0,3,0,7,1,3.5714285714285716
205.0,"УБ — Баянгол, 10-р хороолол",Паркет,1,2018,0,Вакум,4,Бүргэд,71.0,2,0,3,1,2.887323943661972
325.0,"УБ — Хан-Уул, Зайсан",Паркет,1,2021,1,Вакум,12,Бүргэд,102.0,10,0,3,1,3.1862745098039214
256.73999999999995,УБ — Сүхбаатар,Паркет,1,2024,1,Вакум,12,Бүргэд,77.8,1,1,3,1,3.2999999999999994
240.5,"УБ — Хан-Уул, Хан-Уул, Хороо 3",Паркет,1,2024,0,Вакум,15,Төмөр,57.26,14,0,2,1,4.200139713587147
191.8545,"УБ — Баянзүрх, 14-р хороолол",Паркет,1,2023,1,Вакум,14,Бүргэд,55.61,14,0,2,1,3.45
600.0,"УБ — Хан-Уул, Хан-Уул, Хороо 15",Паркет,1,2024,0,Вакум,16,Төмөр,120.0,12,0,4,1,5.0
350.0,"УБ — Хан-Уул, Хансвилл хотхон",Паркет,1,2016,1,Вакум,15,Бүргэд,107.0,3,0,4,1,3.2710280373831777
210.0,"УБ — Баянгол, Баянгол, Хороо 11",Паркет,1,2025,0,Вакум,9,Бүргэд,70.0,4,0,3,0,3.0
105.0,"УБ — Хан-Уул, Хан-Уул, Хороо 18",Паркет,1,2023,0,Вакум,16,Бүргэд,36.68,1,0,2,1,2.8625954198473282
197.525,УБ — Сүхбаатар,Паркет,1,2020,0,Модон вакум,16,Төмөр вакум,79.01,10,0,5,1,2.5
180.33800000000002,"УБ — Сүхбаатар, Дөлгөөн нуур",Паркет,1,2024,1,Вакум,16,Бүргэд,48.74,5,1,1,1,3.7
130.0,"УБ — Баянгол, 3, 4 хороолол",Паркет,1,2010,0,Вакум,5,Төмөр,43.0,5,0,3,1,3.0232558139534884
198.79999999999998,"УБ — Баянзүрх, Амгалан",Паркет,1,2020,0,Вакум,6,Төмөр,71.0,2,1,3,1,2.8
198.0,"УБ — Баянзүрх, Улаанхуаран",Паркет,1,2022,0,Вакум,14,Бүргэд,65.0,1,0,3,1,3.046153846153846
601.8000000000001,"УБ — Чингэлтэй, Чингэлтэй, Хороо 2",Паркет,2,2023,0,Вакум,12,Төмөр вакум,102.0,6,0,5,1,5.9
273.45099999999996,"УБ — Сүхбаатар, Сүхбаатар, Хороо 9",Паркет,2,2015,0,Вакум,16,Бүргэд,88.21,4,0,4,1,3.0999999999999996
106.0,"УБ — Чингэлтэй, Баянбүрд",Паркет,1,2022,0,Вакум,16,Бүргэд,32.5,9,0,1,1,3.2615384615384615
335.0,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Паркет,1,2021,0,Вакум,15,Төмөр,72.0,8,0,3,1,4.652777777777778
255.0,"УБ — Хан-Уул, Зайсан",Паркет,1,2016,1,Вакум,9,Бүргэд,73.0,3,1,5,1,3.493150684931507
119.83,"УБ — Сонгинохайрхан, Сонгинохайрхан, Хороо 29",Паркет,1,2013,0,Вакум,10,Бүргэд,52.1,4,0,3,1,2.3
150.0,"УБ — Баянзүрх, Зүүн 4 зам",Паркет,1,2007,0,Вакум,4,Бүргэд,47.0,3,0,2,1,3.1914893617021276
107.0,"УБ — Хан-Уул, Хан-Уул, Хороо 25",Паркет,1,2021,0,Вакум,12,Бүргэд,42.0,2,0,2,1,2.5476190476190474
280.0,"УБ — Баянзүрх, Офицер",Паркет,0,2016,0,Вакум,16,Бүргэд,91.0,15,0,3,1,3.076923076923077
169.0,"УБ — Хан-Уул, 120 мянгат",Паркет,0,2020,0,Вакум,16,Бүргэд,49.0,7,0,3,1,3.4489795918367347
243.0,УБ — Чингэлтэй,Паркет,1,1989,0,Вакум,4,Бүргэд,54.0,3,1,3,1,4.5
258.0,"УБ — Хан-Уул, Нисэх",Паркет,1,2024,0,Вакум,15,Бүргэд,78.26,6,1,4,1,3.2967032967032965
605.66,"УБ — Хан-Уул, Хан-Уул, Хороо 15",Паркет,3,2018,1,Вакум,16,Төмөр,110.12,12,1,3,1,5.499999999999999
140.0,"УБ — Хан-Уул, Нисэх",Паркет,1,2024,0,Вакум,15,Бүргэд,41.13,3,1,3,1,3.4038414782397273
416.85,"УБ — Хан-Уул, Хан-Уул, Хороо 15",Паркет,1,2024,0,Вакум,16,Төмөр,79.4,10,0,3,1,5.25
170.784,"УБ — Баянзүрх, Баянзүрх, Хороо 14",Ламинат,1,2024,1,Вакум,7,Бүргэд,53.37,5,0,3,1,3.2
131.1,"УБ — Баянгол, 3, 4 хороолол",Паркет,2,2025,1,Вакум,16,Бүргэд,46.0,9,0,2,0,2.85
320.0,"УБ — Хан-Уул, Зайсан",Паркет,1,2010,1,Вакум,6,Бүргэд,94.0,5,0,5,1,3.404255319148936
241.6,"УБ — Хан-Уул, Яармаг",Паркет,1,2024,1,Вакум,16,Бүргэд,69.03,11,0,4,1,3.499927567724178
117.5,"УБ — Сүхбаатар, Сүхбаатар, Хороо 8",Паркет,1,2004,0,Вакум,6,Бүргэд,44.0,6,0,2,1,2.6704545454545454
178.74,"УБ — Хан-Уул, Яармаг",Паркет,1,2024,1,Вакум,16,Бүргэд,49.65,2,0,2,1,3.6
217.775,"УБ — Баянзүрх, Баянзүрх, Хороо 5",Паркет,1,2023,0,Вакум,16,Бүргэд,70.25,16,0,3,1,3.1
720.0,"УБ — Хан-Уул, Хүннү",Паркет,1,2018,1,Вакум,7,Бүргэд,145.0,7,1,6,1,4.9655172413793105
115.0,"УБ — Баянзүрх, Офицер",Паркет,1,2019,1,Вакум,16,Бүргэд,40.0,8,0,2,1,2.875
223.42,"УБ — Хан-Уул, Яармаг",Паркет,1,2024,0,Вакум,16,Бүргэд,62.06,15,0,3,1,3.600064453754431
115.0,"УБ — Баянгол, 10-р хороолол",Паркет,1,2011,0,Вакум,16,Төмөр,38.0,13,0,2,1,3.026315789473684
415.40000000000003,"УБ — Сүхбаатар, Сүхбаатар, Хороо 1",Паркет,1,2023,0,Вакум,12,Бүргэд,67.0,12,0,3,1,6.2
99.0,"УБ — Сонгинохайрхан, Ханын материал",Паркет,1,2024,0,Вакум,9,Төмөр вакум,33.0,2,0,2,1,3.0
486.75,"УБ — Хан-Уул, Хурд",Паркет,2,2011,0,Вакум,12,Бүргэд,147.5,7,0,8,1,3.3
696.0,"УБ — Сүхбаатар, Сүхбаатар, Хороо 7",Паркет,2,2017,1,Вакум,17,Бүргэд,120.0,16,0,7,1,5.8
210.0,"УБ — Хан-Уул, Яармаг",Паркет,2,2023,0,Вакум,16,Бүргэд,91.08,4,0,4,1,2.30566534914361
125.0,УБ — Сүхбаатар,Паркет,1,2021,0,Вакум,16,Төмөр,34.0,16,0,2,1,3.676470588235294
175.0,"УБ — Баянгол, 3, 4 хороолол",Паркет,1,2007,0,Вакум,6,Бүргэд,64.0,3,1,3,1,2.734375
85.0,"УБ — Сонгинохайрхан, Орбит",Паркет,1,2015,0,Вакум,5,Бүргэд,37.0,3,0,2,1,2.2972972972972974
250.0,"УБ — Чингэлтэй, 5-р сургуулийн ойролцоо",Паркет,1,1985,0,Вакум,6,Төмөр,80.0,1,0,4,1,3.125
200.0,"УБ — Хан-Уул, Нисэх",Паркет,1,2024,1,Вакум,12,Бүргэд,75.89,11,0,4,0,2.635393332454869
350.0,"УБ — Баянзүрх, Үндэсний цэцэрлэгт хүрээлэн",Ламинат,1,2018,0,Вакум,16,Бүргэд,82.55,3,1,3,1,4.239854633555421
562.0,"УБ — Хан-Уул, Хүннү",Паркет,1,2021,0,Вакум,16,Бүргэд,101.0,4,0,4,1,5.564356435643564
167.58,"УБ — Баянзүрх, Баянзүрх, Хороо 42",Паркет,1,2019,0,Вакум,12,Бүргэд,55.86,4,1,3,1,3.0000000000000004
80.0,УБ — Сүхбаатар,Цемент,1,1998,0,Вакум,2,Бүргэд,18.0,2,0,3,1,4.444444444444445
182.455,"УБ — Сүхбаатар, Сүхбаатар, Хороо 1",Ламинат,1,2024,0,Вакум,16,Бүргэд,53.0,5,1,2,0,3.442547169811321
445.0,"УБ — Баянгол, Баруун 4 зам",Паркет,0,2011,0,Вакум,16,Бүргэд,93.0,8,0,4,1,4.78494623655914
240.0,"УБ — Хан-Уул, 19-р хороолол",Паркет,1,1980,0,Вакум,5,Бүргэд,44.0,4,0,4,1,5.454545454545454
45.0,УБ — Хан-Уул,Паркет,0,2017,0,Вакум,1,Бүргэд,19.0,1,0,1,1,2.3684210526315788
223.552,"УБ — Хан-Уул, Яармаг",Паркет,1,2024,0,Вакум,15,Бүргэд,69.85,4,0,2,1,3.200458124552613
165.0,"УБ — Баянзүрх, 14-р хороолол",Паркет,1,2017,0,Вакум,5,Бүргэд,65.0,1,0,4,1,2.5384615384615383
236.7,"УБ — Хан-Уул, Зайсан",Паркет,1,2023,0,Вакум,6,Бүргэд,56.0,3,0,3,1,4.226785714285714
550.0,"УБ — Хан-Уул, Japan town",Паркет,1,2017,1,Вакум,7,Бүргэд,93.0,1,0,3,1,5.913978494623656
622.2,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Паркет,1,2020,0,Вакум,16,Төмөр,122.0,12,1,4,1,5.1000000000000005
330.0,"УБ — Баянзүрх, РЦНК",Паркет,1,2012,0,Вакум,10,Төмөр,95.7,9,0,3,1,3.4482758620689653
120.0,"УБ — Сонгинохайрхан, 5 шар",Паркет,1,2019,0,Вакум,6,Бүргэд,45.06,5,0,4,1,2.6631158455392807
432.0,"УБ — Хан-Уул, Зайсан",Паркет,1,2014,1,Вакум,6,Бүргэд,144.0,1,0,6,1,3.0
350.0,"УБ — Хан-Уул, King Tower",Паркет,1,2021,0,Вакум,16,Бүргэд,85.0,3,1,3,1,4.117647058823529
200.0,УБ — Сонгинохайрхан,Паркет,2,2010,0,Вакум,12,Бүргэд,69.0,2,0,4,1,2.898550724637681
128.0,"УБ — Сонгинохайрхан, 21-р хороолол",Паркет,1,2024,0,Вакум,16,Вакум,51.0,7,0,3,1,2.5098039215686274
105.0,"УБ — Сонгинохайрхан, Сонгинохайрхан, Хороо 29",Паркет,1,2012,0,Вакум,10,Төмөр,40.0,8,0,2,1,2.625
210.0,"УБ — Сүхбаатар, Сүхбаатар, Хороо 20",Паркет,1,2022,0,Вакум,16,Төмөр,54.4,6,0,3,1,3.860294117647059
160.0,"УБ — Хан-Уул, 19-р хороолол",Паркет,1,2017,0,Вакум,12,Бүргэд,48.7,3,0,2,1,3.2854209445585214
135.0,"УБ — Баянзүрх, Баянзүрх, Хороо 19",Паркет,1,2021,0,Вакум,12,Бүргэд,50.21,12,0,3,1,2.688707428799044
340.0,"УБ — Хан-Уул, Japan town",Паркет,1,2008,0,Вакум,10,Бүргэд,92.0,2,0,4,1,3.6956521739130435
300.545,"УБ — Баянзүрх, Бөхийн Өргөө",Паркет,1,2010,0,Вакум,12,Бүргэд,96.95,9,0,4,1,3.1
350.0,"УБ — Хан-Уул, Хансвилл хотхон",Паркет,1,2014,1,Вакум,15,Бүргэд,107.0,3,0,4,1,3.2710280373831777
157.0,"УБ — Сүхбаатар, 100 айл",Паркет,1,2012,0,Вакум,9,Бүргэд,63.0,3,0,3,1,2.492063492063492
190.0,"УБ — Баянгол, Тээврийн товчоо",Паркет,1,1990,0,Вакум,9,Төмөр,59.0,1,0,4,1,3.2203389830508473
187.65,"УБ — Хан-Уул, Яармаг",Паркет,1,2024,0,Вакум,16,Бүргэд,69.5,10,1,3,0,2.7
513.0,"УБ — Хан-Уул, 19-р хороолол",Паркет,1,2020,0,Вакум,15,Төмөр,95.0,7,0,4,1,5.4
116.0,"УБ — Сонгинохайрхан, Москва хороолол",Паркет,1,2017,0,Вакум,5,Төмөр,41.0,1,0,2,1,2.8292682926829267
170.5,УБ — Сүхбаатар,Паркет,1,2024,0,Вакум,16,Төмөр,55.0,14,1,2,1,3.1
130.0,"УБ — Сонгинохайрхан, 1-р хороолол",Ламинат,1,2018,0,Вакум,10,Бүргэд,40.0,3,0,2,1,3.25
93.0,"УБ — Баянгол, Төмөр зам",Паркет,1,2012,0,Вакум,12,Бүргэд,30.0,11,0,1,1,3.1
213.5,"УБ — Хан-Уул, Зайсан",Паркет,1,2024,1,Вакум,12,Бүргэд,61.0,1,0,4,1,3.5
365.0,"УБ — Хан-Уул, Хан-Уул, Хороо 15",Паркет,0,2022,0,Вакум,16,Бүргэд,101.0,2,0,3,1,3.613861386138614
259.9,"УБ — Хан-Уул, Мишээл",Паркет,1,2024,0,Вакум,12,Бүргэд,76.46,8,1,3,0,3.3991629610253726
120.0,"УБ — Хан-Уул, Буянт Ухаа хороолол",Паркет,1,2014,0,Вакум,9,Бүргэд,49.0,6,1,2,1,2.4489795918367347
74.0,"УБ — Хан-Уул, Нисэх",Паркет,1,2024,0,Вакум,16,Бүргэд,30.0,7,0,1,0,2.466666666666667
110.0,"УБ — Баянгол, 10-р хороолол",Паркет,1,2014,0,Вакум,16,Бүргэд,37.0,4,0,2,1,2.972972972972973
290.0,"УБ — Сүхбаатар, Цирк",Паркет,1,2010,0,Вакум,15,Бүргэд,60.0,13,1,3,1,4.833333333333333
266.0,"УБ — Хан-Уул, 19-р хороолол",Паркет,1,1980,0,Вакум,5,Бүргэд,53.0,5,0,5,1,5.018867924528302
192.0,"УБ — Хан-Уул, Яармаг",Паркет,1,2024,0,Вакум,16,Бүргэд,62.5,12,0,3,1,3.072
125.0,"УБ — Баянзүрх, Баянзүрх, Хороо 39",Паркет,1,2011,0,Вакум,16,Бүргэд,43.0,2,0,4,1,2.9069767441860463
148.0,"УБ — Баянзүрх, Баянзүрх, Хороо 22",Паркет,1,2023,0,Вакум,16,Төмөр вакум,61.77,15,0,3,1,2.39598510603853
595.95,УБ — Хан-Уул,Паркет,1,2023,0,Вакум,16,Төмөр,137.0,5,1,4,1,4.3500000000000005
168.4,"УБ — Сонгинохайрхан, Сонгинохайрхан, Хороо 29",Паркет,1,2021,0,Вакум,15,Бүргэд,56.14,14,0,3,1,2.9996437477734235
150.0,УБ — Сүхбаатар,Паркет,1,2022,0,Вакум,16,Бүргэд,53.95,4,0,4,1,2.780352177942539
135.0,"УБ — Хан-Уул, Хан-Уул, Хороо 3",Паркет,1,2020,0,Вакум,12,Бүргэд,50.0,2,1,2,1,2.7
335.0,"УБ — Хан-Уул, Хан-Уул, Хороо 11",Паркет,1,2022,0,Вакум,15,Бүргэд,67.0,10,0,1,1,5.0
120.0,"УБ — Сонгинохайрхан, 1-р хороолол",Паркет,1,2012,0,Вакум,15,Бүргэд,39.0,15,1,3,1,3.076923076923077
190.0,"УБ — Баянзүрх, 14-р хороолол",Паркет,2,2016,1,Вакум,10,Бүргэд,76.0,8,0,3,1,2.5
170.784,"УБ — Баянзүрх, 13-р хороолол",Паркет,1,2024,0,Төмөр вакум,7,Төмөр вакум,53.37,3,0,2,1,3.2
200.0,"УБ — Чингэлтэй, Чингэлтэй, Хороо 2",Паркет,1,1985,0,Вакум,4,Бүргэд,52.0,2,0,3,1,3.8461538461538463
263.7,"УБ — Сүхбаатар, Сүхбаатар, Хороо 1",Паркет,1,2015,0,Вакум,12,Бүргэд,64.34,11,0,2,1,4.098539011501399
232.452,"УБ — Баянзүрх, Улаанхуаран",Паркет,1,2024,0,Вакум,23,Бүргэд,70.44,22,0,3,0,3.3000000000000003
171.8,"УБ — Баянзүрх, Баянзүрх, Хороо 8",Паркет,1,2024,0,Вакум,23,Төмөр,49.09,22,1,2,0,3.4996944387859035
166.5,"УБ — Баянзүрх, Баянзүрх, Хороо 8",Паркет,1,2024,0,Вакум,23,Төмөр,47.59,21,1,2,0,3.4986341668417733
130.0,УБ — Сүхбаатар,Ламинат,1,1989,0,Вакум,9,Бүргэд,30.0,3,0,4,1,4.333333333333333
246.0,"УБ — Баянзүрх, Баянзүрх, Хороо 8",Паркет,1,2024,0,Вакум,23,Төмөр,70.44,20,0,4,0,3.4923339011925045
495.0,"УБ — Хан-Уул, Мишээл",Цемент,1,2024,0,Вакум,16,Төмөр,110.0,9,0,4,1,4.5
336.0,"УБ — Баянзүрх, Баянзүрх, Хороо 6",Паркет,2,2012,0,Модон вакум,2,Төмөр,120.0,2,0,7,1,2.8
109.0,"УБ — Баянзүрх, Сансар",Паркет,1,2021,0,Вакум,5,Бүргэд,35.36,4,0,3,1,3.082579185520362
455.4,"УБ — Чингэлтэй, 40 мянгат",Паркет,2,2009,1,Вакум,6,Бүргэд,99.0,5,0,5,1,4.6
100.0,"УБ — Сонгинохайрхан, Москва хороолол",Паркет,1,2014,0,Вакум,5,Төмөр,32.2,5,1,2,1,3.105590062111801
253.0,УБ — Сүхбаатар,Паркет,1,2023,0,Вакум,16,Бүргэд,79.26,7,1,3,1,3.1920262427453947
108.0,"УБ — Хан-Уул, Нисэх",Паркет,1,2024,0,Вакум,10,Бүргэд,38.31,8,0,2,1,2.8191072826938135
418.0,"УБ — Баянзүрх, Үндэсний цэцэрлэгт хүрээлэн",Паркет,0,2016,1,Вакум,16,Бүргэд,110.0,9,0,6,1,3.8
475.2,"УБ — Сүхбаатар, Цирк",Паркет,2,2009,1,Вакум,6,Бүргэд,99.0,5,0,5,1,4.8
108.89999999999999,"УБ — Хан-Уул, Нисэх",Паркет,1,2023,0,Вакум,16,Бүргэд,33.0,1,1,1,1,3.3
